# LF_DEM version v3.0-126-gb72fb1a
# np 1000
# VF 0.76
# Lx 73.993
# Ly 0
# Lz 73.993
# flow_type shear
# data in cl units.
#1: time
#2: cumulated strain
#3: shear rate
#4-9: total stress tensor (xx, xy, xz, yz, yy, zz)
#10-15: contact stress tensor (xx, xy, xz, yz, yy, zz)
#16-21: dashpot stress tensor (xx, xy, xz, yz, yy, zz)
#22-27: hydro stress tensor (xx, xy, xz, yz, yy, zz)
#28-33: repulsion stress tensor (xx, xy, xz, yz, yy, zz)

52.119 1.06306 0.019604 -49.3219 0 20 0 0 -49.5551  -49.3557 0 19.8009 0 0 -49.6033  -0.00858682 0 0.0379674 0 0 -0.00395344  0.0423778 0 0.16114 0 0 0.0521579  0 0 0 0 0 0  
52.2133 1.06492 0.0216353 -49.4828 0 20 0 0 -49.6188  -49.5175 0 19.7823 0 0 -49.6685  -0.00547917 0 0.0425327 0 0 -0.0023091  0.040225 0 0.175178 0 0 0.0520071  0 0 0 0 0 0  
52.3075 1.06692 0.0216845 -49.7046 0 20 0 0 -49.6407  -49.7318 0 19.7891 0 0 -49.6899  -0.00744258 0 0.0430392 0 0 -0.00273776  0.0346056 0 0.167863 0 0 0.0519576  0 0 0 0 0 0  
52.4018 1.06894 0.0214745 -50.0944 0 20 0 0 -49.9145  -50.1194 0 19.7892 0 0 -49.9585  -0.00767111 0 0.0427966 0 0 -0.00352344  0.0326495 0 0.168039 0 0 0.0474892  0 0 0 0 0 0  
52.496 1.07102 0.0219868 -50.5446 0 20 0 0 -50.3125  -50.5722 0 19.7836 0 0 -50.3563  -0.00417654 0 0.0434195 0 0 -0.0022294  0.0318656 0 0.173025 0 0 0.0460486  0 0 0 0 0 0  
52.5903 1.07312 0.0242755 -50.8742 0 20 0 0 -51.0287  -50.9025 0 19.7644 0 0 -51.072  -0.00774575 0 0.0477782 0 0 -0.00421277  0.0360003 0 0.187854 0 0 0.0475493  0 0 0 0 0 0  
52.6845 1.07539 0.0235281 -51.203 0 20 0 0 -51.3195  -51.2331 0 19.7712 0 0 -51.3607  -0.00974112 0 0.0452649 0 0 -0.00819815  0.0398086 0 0.183504 0 0 0.0494435  0 0 0 0 0 0  
52.7788 1.07765 0.0236487 -51.532 0 20 0 0 -51.6348  -51.5643 0 19.7748 0 0 -51.6773  -0.00920206 0 0.045113 0 0 -0.00854108  0.0414173 0 0.180089 0 0 0.051066  0 0 0 0 0 0  
52.873 1.07985 0.0232388 -52.0956 0 20 0 0 -52.1154  -52.1341 0 19.7737 0 0 -52.1565  -0.00954352 0 0.0447656 0 0 -0.00958707  0.0481126 0 0.181532 0 0 0.0506127  0 0 0 0 0 0  
52.9673 1.082 0.0227884 -52.6141 0 20 0 0 -52.6883  -52.6511 0 19.7813 0 0 -52.7253  -0.0087366 0 0.0427786 0 0 -0.0106155  0.0456921 0 0.175928 0 0 0.0476072  0 0 0 0 0 0  
53.0615 1.08416 0.0227007 -53.3301 0 20 0 0 -53.2567  -53.3622 0 19.7818 0 0 -53.2841  -0.00998884 0 0.0426564 0 0 -0.0136808  0.0420649 0 0.175502 0 0 0.041097  0 0 0 0 0 0  
53.1557 1.08633 0.0226179 -53.8687 0 20 0 0 -54.0887  -53.898 0 19.7788 0 0 -54.1181  -0.00907609 0 0.0425761 0 0 -0.0130183  0.038323 0 0.178581 0 0 0.0423768  0 0 0 0 0 0  
53.25 1.08843 0.0223489 -54.6178 0 20 0 0 -54.8399  -54.6381 0 19.7808 0 0 -54.8621  -0.011531 0 0.0430721 0 0 -0.0135814  0.0318903 0 0.176156 0 0 0.0358111  0 0 0 0 0 0  
53.3442 1.09047 0.0206558 -55.0649 0 20 0 0 -55.2813  -55.0795 0 19.8016 0 0 -55.2969  -0.011518 0 0.0387838 0 0 -0.014663  0.0261262 0 0.159599 0 0 0.0302582  0 0 0 0 0 0  
53.4385 1.09245 0.020997 -55.373 0 20 0 0 -55.2162  -55.3833 0 19.7911 0 0 -55.2245  -0.00970569 0 0.041109 0 0 -0.0165784  0.0199732 0 0.16783 0 0 0.0249469  0 0 0 0 0 0  
53.5327 1.09442 0.0210837 -55.6487 0 20 0 0 -55.1558  -55.6655 0 19.779 0 0 -55.1685  -0.0104786 0 0.0430785 0 0 -0.015225  0.0271932 0 0.1779 0 0 0.0279578  0 0 0 0 0 0  
53.627 1.09644 0.021138 -56.072 0 20 0 0 -55.49  -56.0878 0 19.7782 0 0 -55.5077  -0.0114473 0 0.0431021 0 0 -0.0131888  0.0271942 0 0.178728 0 0 0.0308783  0 0 0 0 0 0  
53.7212 1.09843 0.0221424 -56.386 0 20 0 0 -55.7744  -56.4083 0 19.7712 0 0 -55.8004  -0.0113308 0 0.0460621 0 0 -0.0112001  0.0336281 0 0.182727 0 0 0.0371535  0 0 0 0 0 0  
53.8155 1.10047 0.0219795 -56.5693 0 20 0 0 -55.9978  -56.5877 0 19.7783 0 0 -56.0275  -0.0120427 0 0.0449279 0 0 -0.0095132  0.0304864 0 0.176759 0 0 0.0391967  0 0 0 0 0 0  
53.9097 1.1025 0.021401 -56.586 0 20 0 0 -56.1491  -56.6027 0 19.7888 0 0 -56.175  -0.0123475 0 0.0438477 0 0 -0.00978827  0.0290441 0 0.167382 0 0 0.0357097  0 0 0 0 0 0  
54.004 1.10462 0.0230771 -56.6668 0 20 0 0 -56.3207  -56.6868 0 19.7751 0 0 -56.3514  -0.0125445 0 0.0468415 0 0 -0.00999451  0.0326254 0 0.178102 0 0 0.0406927  0 0 0 0 0 0  
54.0982 1.10674 0.0230647 -56.4185 0 20 0 0 -56.0967  -56.4405 0 19.7771 0 0 -56.1299  -0.0108358 0 0.0459283 0 0 -0.00795891  0.0329211 0 0.176975 0 0 0.04111  0 0 0 0 0 0  
54.1925 1.10898 0.0240392 -56.1011 0 20 0 0 -55.9666  -56.1288 0 19.7678 0 0 -56.0053  -0.00756743 0 0.0492743 0 0 -0.00750131  0.0352931 0 0.18291 0 0 0.0461226  0 0 0 0 0 0  
54.2867 1.11111 0.0214111 -56.0744 0 20 0 0 -56.2043  -56.0961 0 19.7918 0 0 -56.2348  -0.00475566 0 0.042136 0 0 -0.00435253  0.0264713 0 0.166106 0 0 0.0348875  0 0 0 0 0 0  
54.381 1.11309 0.0216709 -56.1967 0 20 0 0 -56.3423  -56.2167 0 19.7871 0 0 -56.3713  -0.00440286 0 0.0420333 0 0 -0.00424761  0.0244031 0 0.170915 0 0 0.0332033  0 0 0 0 0 0  
54.4752 1.11493 0.0209513 -56.4251 0 20 0 0 -56.4544  -56.4479 0 19.7968 0 0 -56.4909  -0.00503473 0 0.0407642 0 0 -0.000932255  0.027754 0 0.162461 0 0 0.0374164  0 0 0 0 0 0  
54.5695 1.11669 0.0181692 -56.4873 0 20 0 0 -56.4679  -56.501 0 19.8227 0 0 -56.4908  -0.00558675 0 0.0360359 0 0 -0.00189407  0.0192874 0 0.141232 0 0 0.0247579  0 0 0 0 0 0  
54.6637 1.11835 0.0168814 -56.3902 0 20 0 0 -56.2665  -56.4064 0 19.8372 0 0 -56.2881  -0.00572989 0 0.0326807 0 0 -0.000535967  0.0219326 0 0.130161 0 0 0.0220842  0 0 0 0 0 0  
54.758 1.11995 0.0172672 -56.1631 0 20 0 0 -55.9433  -56.1801 0 19.8346 0 0 -55.9641  -0.00540586 0 0.0313918 0 0 -0.00247623  0.0223798 0 0.134037 0 0 0.0232704  0 0 0 0 0 0  
54.8522 1.12152 0.0163728 -55.8046 0 20 0 0 -55.8194  -55.8177 0 19.8431 0 0 -55.838  -0.00501466 0 0.0287085 0 0 -0.0023515  0.0181186 0 0.128205 0 0 0.0210055  0 0 0 0 0 0  
54.9465 1.12303 0.0158952 -55.2215 0 20 0 0 -55.4818  -55.2373 0 19.8481 0 0 -55.501  -0.00316202 0 0.0276159 0 0 -0.00255773  0.0189587 0 0.124317 0 0 0.0217173  0 0 0 0 0 0  
55.0407 1.12448 0.0147116 -54.4599 0 20 0 0 -54.7913  -54.4761 0 19.8586 0 0 -54.8131  -0.0039065 0 0.0261181 0 0 -0.00147515  0.0200348 0 0.115281 0 0 0.023289  0 0 0 0 0 0  
55.135 1.12591 0.0156938 -54.0537 0 20 0 0 -54.1514  -54.0718 0 19.8484 0 0 -54.1768  -0.00379773 0 0.0288717 0 0 -0.000733873  0.021901 0 0.122684 0 0 0.0261116  0 0 0 0 0 0  
55.2292 1.12736 0.0156788 -53.4771 0 20 0 0 -53.5016  -53.494 0 19.8479 0 0 -53.5284  -0.0050053 0 0.0288159 0 0 -0.00097634  0.0219435 0 0.123302 0 0 0.0277988  0 0 0 0 0 0  
55.3234 1.12884 0.0157559 -53.0357 0 20 0 0 -52.9804  -53.0497 0 19.8458 0 0 -53.0049  -0.00583531 0 0.02922 0 0 -3.8738e-05  0.0198053 0 0.125002 0 0 0.0245533  0 0 0 0 0 0  
55.4177 1.13032 0.0165631 -52.9165 0 20 0 0 -52.4719  -52.9261 0 19.8349 0 0 -52.4957  -0.00695431 0 0.031581 0 0 0.00102663  0.0165475 0 0.133569 0 0 0.0227934  0 0 0 0 0 0  
55.5119 1.13188 0.0171421 -52.7802 0 20 0 0 -52.1049  -52.7938 0 19.8305 0 0 -52.1325  -0.00582897 0 0.0319156 0 0 0.00144389  0.019425 0 0.13757 0 0 0.0261094  0 0 0 0 0 0  
55.6062 1.13346 0.0166009 -52.7645 0 20 0 0 -51.5577  -52.7779 0 19.8377 0 0 -51.5828  -0.00566256 0 0.0321371 0 0 0.00125733  0.0190839 0 0.130181 0 0 0.0238345  0 0 0 0 0 0  
55.7004 1.13512 0.0177348 -52.795 0 20 0 0 -51.2538  -52.8107 0 19.8273 0 0 -51.2789  -0.00724955 0 0.0347215 0 0 -5.14894e-05  0.0229416 0 0.137965 0 0 0.0251461  0 0 0 0 0 0  
55.7947 1.13681 0.0178239 -52.7284 0 20 0 0 -50.9452  -52.7425 0 19.8279 0 0 -50.9707  -0.00724523 0 0.0345392 0 0 0.00124848  0.0213416 0 0.137602 0 0 0.0242644  0 0 0 0 0 0  
55.8889 1.1385 0.0180899 -52.4688 0 20 0 0 -50.4917  -52.483 0 19.8264 0 0 -50.5195  -0.00659439 0 0.0346096 0 0 0.00367486  0.0207751 0 0.138958 0 0 0.0241641  0 0 0 0 0 0  
55.9832 1.14032 0.0198352 -52.0037 0 20 0 0 -50.1107  -52.0265 0 19.8083 0 0 -50.1427  -0.00252016 0 0.0378401 0 0 0.00392576  0.0252455 0 0.153875 0 0 0.0280367  0 0 0 0 0 0  
56.0774 1.14226 0.0212448 -51.8618 0 20 0 0 -49.6555  -51.8889 0 19.7915 0 0 -49.6895  -0.00153822 0 0.0411022 0 0 0.00466494  0.0286635 0 0.167427 0 0 0.0293456  0 0 0 0 0 0  
56.1717 1.14433 0.0226423 -51.8278 0 20 0 0 -49.5605  -51.8584 0 19.7753 0 0 -49.6003  -0.00285935 0 0.0448247 0 0 0.00100248  0.033521 0 0.179872 0 0 0.0388218  0 0 0 0 0 0  
56.2659 1.14649 0.0234248 -51.4801 0 20 0 0 -49.6181  -51.5131 0 19.7638 0 0 -49.6532  -0.00291571 0 0.0480202 0 0 -0.0026568  0.0359341 0 0.188195 0 0 0.0378011  0 0 0 0 0 0  
56.3602 1.14876 0.0251465 -51.0417 0 20 0 0 -49.7683  -51.074 0 19.7396 0 0 -49.799  -0.00477502 0 0.0511571 0 0 -0.00602261  0.0370446 0 0.209267 0 0 0.0367169  0 0 0 0 0 0  
56.4544 1.15108 0.0239812 -50.3919 0 20 0 0 -49.8593  -50.4221 0 19.754 0 0 -49.8906  -0.00609588 0 0.0497038 0 0 -0.0068152  0.036274 0 0.196329 0 0 0.0381311  0 0 0 0 0 0  
56.5487 1.15335 0.0234403 -49.8387 0 20 0 0 -50.1598  -49.8764 0 19.7584 0 0 -50.1942  -0.00498456 0 0.0479568 0 0 -0.00665772  0.0426394 0 0.193648 0 0 0.0410604  0 0 0 0 0 0  
56.6429 1.15555 0.0231897 -49.3842 0 20 0 0 -50.4518  -49.4232 0 19.768 0 0 -50.4935  -0.00324001 0 0.0462511 0 0 -0.00420872  0.0422733 0 0.185749 0 0 0.0459315  0 0 0 0 0 0  
56.7372 1.15771 0.0228497 -49.2478 0 20 0 0 -51.0445  -49.2888 0 19.7745 0 0 -51.084  -0.00252409 0 0.0444057 0 0 -0.00500646  0.0435405 0 0.181121 0 0 0.0445708  0 0 0 0 0 0  
56.8314 1.15985 0.0220226 -49.1827 0 20 0 0 -51.5116  -49.2223 0 19.7823 0 0 -51.5539  -0.0023711 0 0.0414093 0 0 -0.00385017  0.041936 0 0.176301 0 0 0.0461458  0 0 0 0 0 0  
56.9257 1.16192 0.0217012 -49.1504 0 20 0 0 -51.843  -49.1772 0 19.7874 0 0 -51.8811  -0.0020939 0 0.0401729 0 0 -0.00304762  0.0288665 0 0.172418 0 0 0.0411344  0 0 0 0 0 0  
57.0199 1.16388 0.0203383 -49.1394 0 20 0 0 -51.8366  -49.1617 0 19.8015 0 0 -51.8687  -0.00281085 0 0.0380575 0 0 -0.00178416  0.0251078 0 0.160469 0 0 0.0339329  0 0 0 0 0 0  
57.1142 1.16577 0.0193635 -48.9571 0 20 0 0 -51.6051  -48.98 0 19.8124 0 0 -51.6364  -0.00167786 0 0.0356013 0 0 -0.00201572  0.0245964 0 0.151971 0 0 0.0332775  0 0 0 0 0 0  
57.2084 1.16755 0.0186593 -49.067 0 20 0 0 -51.4741  -49.0883 0 19.8136 0 0 -51.5026  -0.00517586 0 0.0355887 0 0 -0.00219248  0.0265063 0 0.150807 0 0 0.030681  0 0 0 0 0 0  
57.3027 1.16931 0.0189529 -49.277 0 20 0 0 -51.0993  -49.2999 0 19.817 0 0 -51.126  -0.00294867 0 0.0358698 0 0 -0.00137695  0.0258348 0 0.147173 0 0 0.0280993  0 0 0 0 0 0  
57.3969 1.17124 0.0207791 -48.9784 0 20 0 0 -50.755  -49.0029 0 19.7998 0 0 -50.7874  -0.00222139 0 0.0395219 0 0 7.24457e-05  0.0267322 0 0.160666 0 0 0.0323759  0 0 0 0 0 0  
57.4911 1.17319 0.0210931 -48.7554 0 20 0 0 -50.4452  -48.7788 0 19.7903 0 0 -50.4802  -0.00348212 0 0.0409256 0 0 -0.000843803  0.0269433 0 0.168735 0 0 0.0358217  0 0 0 0 0 0  
57.5854 1.17514 0.0203677 -48.9248 0 20 0 0 -50.3868  -48.9535 0 19.7936 0 0 -50.4248  -0.00339313 0 0.0404394 0 0 -0.00273637  0.0321636 0 0.165925 0 0 0.0407582  0 0 0 0 0 0  
57.6796 1.17702 0.0195481 -48.9666 0 20 0 0 -50.3927  -48.9978 0 19.8039 0 0 -50.4291  -0.00151295 0 0.038567 0 0 -0.00211122  0.0326618 0 0.157541 0 0 0.0385179  0 0 0 0 0 0  
57.7739 1.17891 0.0203655 -48.9559 0 20 0 0 -50.4741  -48.9901 0 19.7958 0 0 -50.513  -0.00563048 0 0.0424637 0 0 -0.00342348  0.0398487 0 0.161692 0 0 0.0423634  0 0 0 0 0 0  
57.8681 1.18086 0.0204993 -48.8754 0 20 0 0 -50.721  -48.9108 0 19.79 0 0 -50.7588  -0.00224826 0 0.043741 0 0 -0.00245049  0.0376826 0 0.166223 0 0 0.0402864  0 0 0 0 0 0  
57.9624 1.18281 0.0210099 -48.9209 0 20 0 0 -50.9828  -48.9609 0 19.7865 0 0 -51.025  -0.0031885 0 0.044149 0 0 -0.00411736  0.0431581 0 0.16933 0 0 0.0463355  0 0 0 0 0 0  
58.0566 1.18478 0.0214493 -48.6296 0 20 0 0 -50.812  -48.6707 0 19.7794 0 0 -50.8551  -0.00364943 0 0.0455454 0 0 -0.00503862  0.0447277 0 0.175074 0 0 0.0481416  0 0 0 0 0 0  
58.1509 1.18687 0.0234662 -48.5423 0 20 0 0 -51.172  -48.5862 0 19.7645 0 0 -51.2207  -0.00325846 0 0.0480369 0 0 -0.00504083  0.0472136 0 0.18746 0 0 0.05373  0 0 0 0 0 0  
58.2451 1.18905 0.0240985 -48.9624 0 20 0 0 -51.6296  -49.0024 0 19.7592 0 0 -51.6715  -0.00377316 0 0.050874 0 0 -0.00990779  0.0437123 0 0.189965 0 0 0.0518072  0 0 0 0 0 0  
58.3394 1.19127 0.0229077 -49.4447 0 20 0 0 -51.8117  -49.4793 0 19.7762 0 0 -51.8532  -0.00478749 0 0.0478295 0 0 -0.00701706  0.0394058 0 0.175928 0 0 0.0484398  0 0 0 0 0 0  
58.4336 1.19355 0.0240223 -49.8203 0 20 0 0 -52.0161  -49.8638 0 19.7667 0 0 -52.0617  -0.00389173 0 0.0494795 0 0 -0.00800745  0.0474307 0 0.183843 0 0 0.053638  0 0 0 0 0 0  
58.5279 1.19577 0.0234938 -50.0715 0 20 0 0 -52.0747  -50.1105 0 19.771 0 0 -52.1145  -0.00563315 0 0.049044 0 0 -0.00662941  0.0445748 0 0.179998 0 0 0.0464309  0 0 0 0 0 0  
58.6221 1.19799 0.0234798 -50.54 0 20 0 0 -51.8057  -50.575 0 19.7738 0 0 -51.842  -0.00783772 0 0.0470879 0 0 -0.00636981  0.042872 0 0.179134 0 0 0.0426967  0 0 0 0 0 0  
58.7164 1.20015 0.021977 -51.1148 0 20 0 0 -51.9517  -51.1472 0 19.7929 0 0 -51.9866  -0.00898305 0 0.0428925 0 0 -0.0064607  0.0413297 0 0.164209 0 0 0.0414504  0 0 0 0 0 0  
58.8106 1.20227 0.0221018 -51.8544 0 20 0 0 -52.2127  -51.8898 0 19.7919 0 0 -52.2456  -0.00488545 0 0.0436514 0 0 -0.0029818  0.0402663 0 0.164433 0 0 0.0358948  0 0 0 0 0 0  
58.9049 1.20431 0.0206873 -52.5521 0 20 0 0 -52.433  -52.5813 0 19.8043 0 0 -52.4602  -0.0064601 0 0.0409347 0 0 -0.00513659  0.0356001 0 0.154799 0 0 0.0323492  0 0 0 0 0 0  
58.9991 1.20632 0.0209085 -53.3215 0 20 0 0 -52.5308  -53.3461 0 19.8083 0 0 -52.5595  -0.00578418 0 0.0404931 0 0 -0.00343863  0.0303386 0 0.15123 0 0 0.0321782  0 0 0 0 0 0  
59.0934 1.20827 0.0214268 -53.9806 0 20 0 0 -53.2426  -54.0057 0 19.8011 0 0 -53.2704  -0.00632567 0 0.042011 0 0 -0.0045459  0.0314117 0 0.156914 0 0 0.0323802  0 0 0 0 0 0  
59.1876 1.21025 0.0204817 -54.4807 0 20 0 0 -53.708  -54.5048 0 19.8065 0 0 -53.7381  -0.00647296 0 0.0410568 0 0 -0.00644538  0.0305119 0 0.152427 0 0 0.036536  0 0 0 0 0 0  
59.2819 1.21219 0.0199212 -54.8853 0 20 0 0 -54.195  -54.9143 0 19.8138 0 0 -54.2274  -0.00323253 0 0.0397278 0 0 -0.00518411  0.0322886 0 0.14645 0 0 0.0375886  0 0 0 0 0 0  
59.3761 1.21394 0.0177566 -55.1254 0 20 0 0 -54.7383  -55.1535 0 19.834 0 0 -54.7702  -0.0016835 0 0.0357369 0 0 -0.00403962  0.0298145 0 0.130287 0 0 0.0359427  0 0 0 0 0 0  
59.4703 1.21557 0.0170043 -55.3635 0 20 0 0 -55.1452  -55.3947 0 19.8406 0 0 -55.1789  -0.00093412 0 0.0342349 0 0 -0.00377906  0.0321222 0 0.125191 0 0 0.0374872  0 0 0 0 0 0  
59.5646 1.21712 0.0167044 -55.4531 0 20 0 0 -55.5156  -55.4794 0 19.8434 0 0 -55.5448  -0.00289972 0 0.0334196 0 0 -0.00346576  0.0292433 0 0.123183 0 0 0.032683  0 0 0 0 0 0  
59.6588 1.21871 0.0169145 -55.6834 0 20 0 0 -55.9853  -55.7133 0 19.8383 0 0 -56.0253  -0.00289 0 0.0351364 0 0 -0.00196636  0.0327495 0 0.126543 0 0 0.0419412  0 0 0 0 0 0  
59.7531 1.22022 0.0160288 -55.8023 0 20 0 0 -56.5267  -55.8288 0 19.847 0 0 -56.5605  -0.00191729 0 0.0334508 0 0 -0.00268715  0.0283823 0 0.119525 0 0 0.0364679  0 0 0 0 0 0  
59.8473 1.22168 0.0152745 -55.9738 0 20 0 0 -57.075  -56 0 19.8532 0 0 -57.1078  -0.00331094 0 0.0316935 0 0 -0.00516749  0.0295065 0 0.115123 0 0 0.0379361  0 0 0 0 0 0  
59.9416 1.22323 0.018365 -55.8262 0 20 0 0 -57.6567  -55.8578 0 19.8223 0 0 -57.693  -0.00385415 0 0.0392281 0 0 -0.00521015  0.0354352 0 0.138431 0 0 0.0415237  0 0 0 0 0 0  
60.0358 1.22491 0.0180584 -55.3989 0 20 0 0 -57.8209  -55.4249 0 19.8232 0 0 -57.8491  -0.00361817 0 0.0388555 0 0 -0.00505288  0.0296775 0 0.13798 0 0 0.0331983  0 0 0 0 0 0  
60.1301 1.22656 0.0172442 -55.3275 0 20 0 0 -58.3754  -55.3494 0 19.8311 0 0 -58.3988  -0.00338884 0 0.0369506 0 0 -0.00563846  0.0253023 0 0.13196 0 0 0.0290867  0 0 0 0 0 0  
60.2243 1.22818 0.0167506 -55.4904 0 20 0 0 -58.8423  -55.51 0 19.8393 0 0 -58.8644  -0.00412224 0 0.03538 0 0 -0.0054157  0.023749 0 0.125328 0 0 0.0275206  0 0 0 0 0 0  
60.3186 1.2297 0.0152056 -55.5956 0 20 0 0 -59.1837  -55.6141 0 19.8549 0 0 -59.2064  -0.00467125 0 0.0322467 0 0 -0.00382602  0.0231852 0 0.112831 0 0 0.0265175  0 0 0 0 0 0  
60.4128 1.23113 0.0154349 -55.536 0 20 0 0 -59.4685  -55.5522 0 19.8501 0 0 -59.4883  -0.00658543 0 0.0332307 0 0 -0.00494405  0.0227346 0 0.116652 0 0 0.0247864  0 0 0 0 0 0  
60.5071 1.23262 0.0159717 -55.4395 0 20 0 0 -59.7141  -55.4573 0 19.846 0 0 -59.7351  -0.00578229 0 0.0338588 0 0 -0.00448569  0.0235767 0 0.12017 0 0 0.0254012  0 0 0 0 0 0  
60.6013 1.23407 0.0145909 -55.547 0 20 0 0 -59.8519  -55.5646 0 19.8593 0 0 -59.8756  -0.00549641 0 0.0308139 0 0 -0.00396494  0.0231036 0 0.109846 0 0 0.0277259  0 0 0 0 0 0  
60.6956 1.23546 0.0146412 -55.5371 0 20 0 0 -59.8289  -55.5535 0 19.8607 0 0 -59.8505  -0.0041781 0 0.0299832 0 0 -0.00212346  0.0205526 0 0.109284 0 0 0.0237189  0 0 0 0 0 0  
60.7898 1.23687 0.0157786 -55.3348 0 20 0 0 -59.6244  -55.3493 0 19.8475 0 0 -59.6416  -0.00438355 0 0.0328628 0 0 -0.00227148  0.0189258 0 0.119675 0 0 0.0194472  0 0 0 0 0 0  
60.8841 1.23837 0.015211 -55.3217 0 20 0 0 -59.2391  -55.3367 0 19.8523 0 0 -59.2597  -0.00529796 0 0.0319909 0 0 -0.00366591  0.020259 0 0.115711 0 0 0.0242288  0 0 0 0 0 0  
60.9783 1.23988 0.0176215 -55.3902 0 20 0 0 -59.2879  -55.4103 0 19.8293 0 0 -59.3104  -0.00482819 0 0.0376106 0 0 -0.00520947  0.0249673 0 0.133042 0 0 0.0277288  0 0 0 0 0 0  
61.0726 1.24143 0.0165164 -55.0087 0 20 0 0 -59.2051  -55.0288 0 19.8389 0 0 -59.2273  -0.00485223 0 0.0356662 0 0 -0.00563442  0.0250223 0 0.125467 0 0 0.0278218  0 0 0 0 0 0  
61.1668 1.24307 0.0174149 -54.858 0 20 0 0 -59.0999  -54.8755 0 19.83 0 0 -59.1191  -0.00303549 0 0.0385997 0 0 -0.00448719  0.0205052 0 0.131363 0 0 0.0236804  0 0 0 0 0 0  
61.2611 1.24477 0.0190092 -54.7912 0 20 0 0 -59.2547  -54.8106 0 19.8163 0 0 -59.2786  -0.00338347 0 0.0416897 0 0 -0.00360544  0.0227576 0 0.141993 0 0 0.0274967  0 0 0 0 0 0  
61.3553 1.24653 0.019056 -54.8083 0 20 0 0 -59.6864  -54.829 0 19.8143 0 0 -59.7107  -0.00418366 0 0.0424656 0 0 -0.00365719  0.0248617 0 0.143246 0 0 0.02799  0 0 0 0 0 0  
61.4496 1.24828 0.0182547 -54.9439 0 20 0 0 -60.0679  -54.9649 0 19.819 0 0 -60.0928  -0.00641915 0 0.0404067 0 0 -0.00426815  0.0274055 0 0.140643 0 0 0.0291225  0 0 0 0 0 0  
61.5438 1.24998 0.0176187 -55.3884 0 20 0 0 -60.2513  -55.4045 0 19.8276 0 0 -60.2738  -0.00998918 0 0.0381653 0 0 -0.00650533  0.0260792 0 0.134227 0 0 0.0289916  0 0 0 0 0 0  
61.638 1.25163 0.0175131 -55.8 0 20 0 0 -60.6733  -55.8197 0 19.8285 0 0 -60.6996  -0.00980022 0 0.0374253 0 0 -0.00542978  0.0295189 0 0.134065 0 0 0.0317065  0 0 0 0 0 0  
61.7323 1.25331 0.0189126 -55.6831 0 20 0 0 -61.1036  -55.7013 0 19.8172 0 0 -61.1282  -0.0122446 0 0.0407383 0 0 -0.00800018  0.0304177 0 0.142041 0 0 0.0325681  0 0 0 0 0 0  
61.8265 1.25502 0.017694 -55.5864 0 20 0 0 -61.543  -55.6031 0 19.8247 0 0 -61.5649  -0.0131974 0 0.0383287 0 0 -0.00959495  0.0299159 0 0.136991 0 0 0.031484  0 0 0 0 0 0  
61.9208 1.25672 0.0176588 -55.5993 0 20 0 0 -61.9062  -55.6225 0 19.8336 0 0 -61.9355  -0.0083613 0 0.0352401 0 0 -0.00632351  0.0315573 0 0.131206 0 0 0.035576  0 0 0 0 0 0  
62.015 1.25838 0.016985 -55.6539 0 20 0 0 -61.9484  -55.671 0 19.8423 0 0 -61.974  -0.00796464 0 0.0335959 0 0 -0.00717852  0.0251502 0 0.124142 0 0 0.0327593  0 0 0 0 0 0  
62.1093 1.26009 0.0182227 -55.6334 0 20 0 0 -61.7525  -55.6572 0 19.8289 0 0 -61.7855  -0.00803467 0 0.036298 0 0 -0.00756856  0.0318541 0 0.134841 0 0 0.0406298  0 0 0 0 0 0  
62.2035 1.26182 0.0198485 -55.6428 0 20 0 0 -61.7373  -55.6751 0 19.8142 0 0 -61.7751  -0.00511573 0 0.0407998 0 0 -0.00700187  0.0374823 0 0.145029 0 0 0.0448105  0 0 0 0 0 0  
62.2978 1.26358 0.0192364 -55.8933 0 20 0 0 -61.7768  -55.9227 0 19.8202 0 0 -61.8096  -0.00703498 0 0.0387335 0 0 -0.0103789  0.0364139 0 0.141047 0 0 0.0431888  0 0 0 0 0 0  
62.392 1.26535 0.0183334 -55.7073 0 20 0 0 -61.6184  -55.7362 0 19.8304 0 0 -61.6475  -0.00740685 0 0.035507 0 0 -0.010175  0.0363254 0 0.134079 0 0 0.0393426  0 0 0 0 0 0  
62.4863 1.26707 0.0175669 -55.3857 0 20 0 0 -61.4953  -55.4108 0 19.8346 0 0 -61.5219  -0.00442895 0 0.0357651 0 0 -0.00768184  0.0294673 0 0.129588 0 0 0.0342871  0 0 0 0 0 0  
62.5805 1.26879 0.0190499 -55.4495 0 20 0 0 -61.4328  -55.4739 0 19.8194 0 0 -61.4597  -0.00654889 0 0.0382431 0 0 -0.00880138  0.0308701 0 0.142334 0 0 0.0357113  0 0 0 0 0 0  
62.6748 1.27061 0.0192807 -55.073 0 20 0 0 -60.9319  -55.1082 0 19.8128 0 0 -60.9633  -0.00676885 0 0.0367231 0 0 -0.0087529  0.0419918 0 0.150451 0 0 0.0401248  0 0 0 0 0 0  
62.769 1.27244 0.0186816 -54.7925 0 20 0 0 -60.9386  -54.8261 0 19.8192 0 0 -60.9702  -0.00528394 0 0.0358062 0 0 -0.00837325  0.0388999 0 0.145025 0 0 0.0399464  0 0 0 0 0 0  
